,country,year,co2_emissions_per_capita,co2_cars,battery_electric_number,plugin_hybrid_number,full_mild_hybrid_number,petrol_number,diesel_gas_number,births_per_woman,life_expectancy,population_0-14_female,population_0-14_male,population_0-14_total,population_15-19_female,population_15-19_male,population_20-24_female,population_20-24_male,population_25-29_female,population_25-29_male,population_30-34_female,population_30-34_male,population_35-39_female,population_35-39_male,population_40-44_female,population_40-44_male,population_45-49_female,population_45-49_male,population_50-54_female,population_50-54_male,population_55-59_female,population_55-59_male,population_60-64_female,population_60-64_male,population_>65_female,population_>65_male,population_>65_total,population_female,population_male,population_total,gdp_per_capita_current_US$,gdp_current_US$,iso_code,biofuel_consumption,coal_consumption,fossil_fuel_consumption,gas_consumption,hydro_consumption,low_carbon_consumption,nuclear_consumption,oil_consumption,other_renewable_consumption,renewables_consumption,solar_consumption,wind_consumption,energy_per_capita_kWh,total_ghg_emissions_ktco2e,projection
15329,Portugal,2017,5.1775191013854,104.7,1640.0,2420.0,4692.0,77114.0,136241.0,1.38,81.42439024,686064.0,721555.0,1407750.0,267644.0,273012.0,272256.0,267283.0,278696.0,267536.0,315213.0,298738.0,375633.0,351972.0,419803.0,391293.0,403696.0,372580.0,393517.0,356013.0,377366.0,335229.0,350185.0,304227.0,1289259.0,931529.0,2220508.0,5429333.0,4870967.0,10300300.0,21490.429863103967,221357874718.92975,PRT,2.966,37.763,237.186,63.395,14.743,59.401,0.0,136.028,8.593,59.401,2.48,30.62,28826.924,70950.0,0.0
15332,Roumanie,2017,3.78279024428095,120.6,,,,,,1.71,75.3097561,1471129.0,1555291.0,3026356.0,494925.0,525780.0,507991.0,550392.0,641915.0,703236.0,616543.0,666619.0,689265.0,718693.0,757677.0,787395.0,785670.0,803458.0,616092.0,610200.0,630260.0,578743.0,742066.0,632803.0,2100328.0,1402244.0,3502800.0,10053860.0,9534855.0,19588715.0,10807.009167199336,211695422578.65515,ROU,,62.51,291.521,112.903,36.235,89.478,28.773,116.108,1.313,60.705,4.64,18.518,19547.352,108560.0,0.0
15346,Slovénie,2017,6.84285816603658,119.6,,,,,,1.62,81.02926829,149446.0,158491.0,307937.0,44169.0,47478.0,49145.0,51960.0,59328.0,63434.0,68522.0,74845.0,74180.0,82310.0,71070.0,79725.0,72135.0,76931.0,75103.0,76944.0,73838.0,75280.0,74195.0,74759.0,227592.0,165506.0,393096.0,1038723.0,1027665.0,2066388.0,23514.025460414683,48589100043.095375,SVN,,13.195,52.502,8.622,9.671,26.843,15.713,30.686,0.735,11.13,0.71,0.014,38348.594,17310.0,0.0
15347,Slovénie,2017,6.84285816603658,119.6,,,,,,1.62,81.02926829,149446.0,158491.0,307937.0,44169.0,47478.0,49145.0,51960.0,59328.0,63434.0,68522.0,74845.0,74180.0,82310.0,71070.0,79725.0,72135.0,76931.0,75103.0,76944.0,73838.0,75280.0,74195.0,74759.0,227592.0,165506.0,393096.0,1038723.0,1027665.0,2066388.0,23514.025460414683,48589100043.095375,SVN,,13.195,52.502,8.622,9.671,26.843,15.713,30.686,0.735,11.13,0.71,0.014,38348.594,14351.49595,1.0
15352,Espagne,2017,5.65403956917695,115.0,3624.0,3575.0,55037.0,576173.0,596522.0,1.31,83.28292683,3320413.0,3530091.0,6850761.0,1075345.0,1131150.0,1116890.0,1168370.0,1211667.0,1239292.0,1486114.0,1475484.0,1872015.0,1893859.0,1972229.0,2056415.0,1850153.0,1910558.0,1774593.0,1763630.0,1625577.0,1565479.0,1354794.0,1277631.0,5064028.0,3857456.0,8920670.0,23723820.0,22869416.0,46593236.0,28170.167864330248,1312539279462.3552,ESP,15.175,156.41,1207.518,317.121,45.805,380.074,145.28,733.986,15.195,234.794,35.802,122.818,34033.837,332170.0,0.0
15360,Suède,2017,3.81101122742003,122.3,4231.301126,15816.12558,18665.32834,150539.7134,190140.5316,1.78,82.4097561,856332.0,903277.0,1759611.0,246559.0,262515.0,318211.0,335984.0,353109.0,367680.0,317140.0,331647.0,298516.0,311809.0,315428.0,325087.0,339598.0,350116.0,324469.0,335059.0,298529.0,303451.0,276779.0,275717.0,1080843.0,929841.0,2010676.0,5025514.0,5032184.0,10057698.0,53791.50872984028,541018749769.0971,SWE,17.422,22.97,194.096,9.616,162.41,418.86,164.24,161.509,30.19,254.62,0.575,44.023,61884.099,49070.0,0.0
15448,Autriche,2018,7.14663762463773,123.0,6764.0,2250.0,5961.0,185820.0,140273.0,1.47,81.69268293,612946.0,651075.0,1264013.0,218759.0,232528.0,254811.0,271013.0,291945.0,305421.0,300421.0,307886.0,291731.0,296012.0,281084.0,281784.0,326102.0,325287.0,358616.0,361840.0,330956.0,328877.0,273180.0,258441.0,953036.0,726772.0,1679837.0,4493586.0,4346935.0,8840521.0,51486.57550148242,455168151938.94086,AUT,5.817,32.285,266.918,86.869,93.545,130.22,0.0,147.763,12.253,130.22,3.617,14.988,44665.402,74980.0,0.0
15449,Autriche,2018,7.14663762463773,123.0,6764.0,2250.0,5961.0,185820.0,140273.0,1.47,81.69268293,612946.0,651075.0,1264013.0,218759.0,232528.0,254811.0,271013.0,291945.0,305421.0,300421.0,307886.0,291731.0,296012.0,281084.0,281784.0,326102.0,325287.0,358616.0,361840.0,330956.0,328877.0,273180.0,258441.0,953036.0,726772.0,1679837.0,4493586.0,4346935.0,8840521.0,51486.57550148242,455168151938.94086,AUT,5.817,32.285,266.918,86.869,93.545,130.22,0.0,147.763,12.253,130.22,3.617,14.988,44665.402,54591.93566,1.0
15468,Belgique,2018,8.17971106113614,119.4,3648.0,9064.0,14519.0,327133.0,195268.0,1.62,81.59512195,947737.0,1001201.0,1948932.0,306345.0,322545.0,327475.0,343238.0,358286.0,367014.0,370520.0,368428.0,372691.0,374081.0,367400.0,381689.0,378950.0,396159.0,395536.0,409244.0,391423.0,397299.0,355905.0,346912.0,1209059.0,937917.0,2147000.0,5781326.0,5645728.0,11427054.0,47542.769516306806,543273794572.3918,BEL,5.402,36.104,599.519,168.741,0.779,119.106,71.074,394.673,13.597,48.032,9.7,18.553,62586.042,108750.0,0.0
15469,Belgique,2018,8.17971106113614,119.4,3648.0,9064.0,14519.0,327133.0,195268.0,1.62,81.59512195,947737.0,1001201.0,1948932.0,306345.0,322545.0,327475.0,343238.0,358286.0,367014.0,370520.0,368428.0,372691.0,374081.0,367400.0,381689.0,378950.0,396159.0,395536.0,409244.0,391423.0,397299.0,355905.0,346912.0,1209059.0,937917.0,2147000.0,5781326.0,5645728.0,11427054.0,47542.769516306806,543273794572.3918,BEL,5.402,36.104,599.519,168.741,0.779,119.106,71.074,394.673,13.597,48.032,9.7,18.553,62586.042,85703.1267,1.0
15480,Bulgarie,2018,5.85477343393352,126.7,,,,,,1.56,74.96341463,498285.0,527046.0,1025337.0,144567.0,154245.0,158512.0,169305.0,210715.0,224114.0,233167.0,250315.0,239010.0,258186.0,263135.0,279089.0,249019.0,261180.0,235573.0,238113.0,243894.0,233283.0,254825.0,222634.0,881156.0,595668.0,1476797.0,3611859.0,3413178.0,7025037.0,9446.700771855183,66363422450.21123,BGR,,63.447,149.139,30.229,12.791,63.439,40.077,55.462,3.957,23.362,3.337,3.276,30410.948,53330.0,0.0
15481,Bulgarie,2018,5.85477343393352,126.7,,,,,,1.56,74.96341463,498285.0,527046.0,1025337.0,144567.0,154245.0,158512.0,169305.0,210715.0,224114.0,233167.0,250315.0,239010.0,258186.0,263135.0,279089.0,249019.0,261180.0,235573.0,238113.0,243894.0,233283.0,254825.0,222634.0,881156.0,595668.0,1476797.0,3611859.0,3413178.0,7025037.0,9446.700771855183,66363422450.21123,BGR,,63.447,149.139,30.229,12.791,63.439,40.077,55.462,3.957,23.362,3.337,3.276,30410.948,43466.87026,1.0
15498,Croatie,2018,4.05592876243046,115.3,,,,,,1.47,78.07073171,288004.0,305209.0,593225.0,101382.0,106971.0,116151.0,121832.0,118295.0,122755.0,131012.0,135202.0,139936.0,144923.0,137109.0,140597.0,133900.0,133580.0,146641.0,141721.0,153628.0,144002.0,150770.0,138401.0,502825.0,332998.0,835777.0,2119654.0,1968189.0,4087843.0,15227.560096809611,62247874948.8225,HRV,,4.248,71.602,26.658,19.14,24.31,0.0,40.695,1.665,24.31,0.186,3.319,23151.522,22550.0,0.0
15499,Croatie,2018,4.05592876243046,115.3,,,,,,1.47,78.07073171,288004.0,305209.0,593225.0,101382.0,106971.0,116151.0,121832.0,118295.0,122755.0,131012.0,135202.0,139936.0,144923.0,137109.0,140597.0,133900.0,133580.0,146641.0,141721.0,153628.0,144002.0,150770.0,138401.0,502825.0,332998.0,835777.0,2119654.0,1968189.0,4087843.0,15227.560096809611,62247874948.8225,HRV,,4.248,71.602,26.658,19.14,24.31,0.0,40.695,1.665,24.31,0.186,3.319,23151.522,16443.0434,1.0
15502,Chypre,2018,6.07940050216016,123.4,,,,,,1.329,80.828,96721.0,102932.0,199651.0,36391.0,39620.0,44541.0,49991.0,48324.0,54572.0,47624.0,49693.0,46395.0,44205.0,42756.0,40685.0,39332.0,37552.0,37340.0,36582.0,34502.0,34761.0,31498.0,30090.0,88863.0,74292.0,163156.0,594287.0,594975.0,1189262.0,29334.1109348657,25522671232.876717,CYP,,0.158,31.103,0.0,0.0,1.153,0.0,30.945,0.128,1.153,0.477,0.548,27209.906,8600.0,0.0
15503,Chypre,2018,6.07940050216016,123.4,,,,,,1.329,80.828,96721.0,102932.0,199651.0,36391.0,39620.0,44541.0,49991.0,48324.0,54572.0,47624.0,49693.0,46395.0,44205.0,42756.0,40685.0,39332.0,37552.0,37340.0,36582.0,34502.0,34761.0,31498.0,30090.0,88863.0,74292.0,163156.0,594287.0,594975.0,1189262.0,29334.1109348657,25522671232.876717,CYP,,0.158,31.103,0.0,0.0,1.153,0.0,30.945,0.128,1.153,0.477,0.548,27209.906,6479.734942,1.0
15504,République tchèque,2018,9.64070499819002,,,,,,,1.71,79.02926829,806124.0,850716.0,1656845.0,222842.0,234424.0,252942.0,264701.0,327319.0,342857.0,349469.0,370646.0,400156.0,424595.0,453495.0,477555.0,388540.0,407379.0,328454.0,338393.0,327920.0,325524.0,347536.0,323892.0,1196119.0,868331.0,2064425.0,5400916.0,5229012.0,10629928.0,23419.73561365016,248950103352.13705,CZE,,,,,,,,,,,,,,,
15505,Danemark,2018,5.76149416359606,109.6,1551.0,3073.0,9232.0,132652.0,72606.0,1.73,80.95365854,464222.0,489310.0,953532.0,169942.0,177922.0,188916.0,199322.0,189708.0,198381.0,163941.0,169037.0,164958.0,165931.0,185941.0,185211.0,199541.0,201477.0,208477.0,213668.0,189970.0,187997.0,168714.0,163160.0,618373.0,529516.0,1147890.0,2912704.0,2880932.0,5793636.0,61591.92886989581,356841216410.0677,DNK,,18.556,139.126,31.21,0.037,51.97,0.0,89.36,15.013,51.97,2.369,34.552,33672.234,45870.0,0.0
15506,Danemark,2018,5.76149416359606,109.6,1551.0,3073.0,9232.0,132652.0,72606.0,1.73,80.95365854,464222.0,489310.0,953532.0,169942.0,177922.0,188916.0,199322.0,189708.0,198381.0,163941.0,169037.0,164958.0,165931.0,185941.0,185211.0,199541.0,201477.0,208477.0,213668.0,189970.0,187997.0,168714.0,163160.0,618373.0,529516.0,1147890.0,2912704.0,2880932.0,5793636.0,61591.92886989581,356841216410.0677,DNK,,18.556,139.126,31.21,0.037,51.97,0.0,89.36,15.013,51.97,2.369,34.552,33672.234,33435.13626,1.0
15514,Estonie,2018,12.1030850007224,132.4,,,,,,1.67,78.24390244,104955.0,111284.0,216237.0,28550.0,29869.0,31878.0,34090.0,44017.0,48714.0,47622.0,51707.0,43658.0,46136.0,44849.0,47221.0,44370.0,44763.0,42117.0,39684.0,47681.0,42352.0,48711.0,38302.0,170367.0,89079.0,259456.0,698776.0,623201.0,1321977.0,23063.563817567512,30489500904.85645,EST,,53.41,75.889,5.004,0.037,4.781,0.0,17.475,3.087,4.781,0.077,1.581,61129.755,18610.0,0.0
15515,Estonie,2018,12.1030850007224,132.4,,,,,,1.67,78.24390244,104955.0,111284.0,216237.0,28550.0,29869.0,31878.0,34090.0,44017.0,48714.0,47622.0,51707.0,43658.0,46136.0,44849.0,47221.0,44370.0,44763.0,42117.0,39684.0,47681.0,42352.0,48711.0,38302.0,170367.0,89079.0,259456.0,698776.0,623201.0,1321977.0,23063.563817567512,30489500904.85645,EST,,53.41,75.889,5.004,0.037,4.781,0.0,17.475,3.087,4.781,0.077,1.581,61129.755,17590.08033,1.0
15520,Finlande,2018,8.04275204989552,116.7,775.0,4807.0,11000.0,74987.0,28988.0,1.41,81.73414634,434984.0,455503.0,890492.0,143923.0,151267.0,160288.0,167938.0,172679.0,181164.0,168789.0,179309.0,173162.0,182963.0,160589.0,168612.0,159411.0,164446.0,181600.0,182792.0,185770.0,183576.0,183509.0,175224.0,672812.0,525215.0,1198015.0,2797516.0,2718009.0,5515525.0,49988.910846184495,275715087494.90173,FIN,3.842,48.881,180.483,21.013,32.98,140.827,57.245,110.588,31.876,83.582,0.226,14.659,58181.04,54490.0,0.0
15521,France,2018,4.61924120513374,112.2,31095.01431,13380.00616,84154.03872,1198925.552,846023.3892,1.87,82.67560976,5887991.0,6161028.0,12049134.0,1948335.0,2030316.0,1892329.0,1928313.0,1959269.0,1927965.0,2099270.0,2027966.0,2087302.0,2019673.0,2128777.0,2083416.0,2306225.0,2261387.0,2290527.0,2212232.0,2231223.0,2107760.0,2120420.0,1946293.0,7662353.0,5781561.0,13443620.0,34614021.0,32487909.0,67101930.0,41592.79589643196,2790956878746.665,FRA,32.826,95.259,1404.104,428.384,158.855,1341.007,1026.318,880.46,26.221,314.689,25.877,70.91,42238.608,423350.0,0.0
15525,Allemagne,2018,8.55838981170216,129.5,36150.86247,29916.54128,81139.18024,2175797.096,1112597.32,1.57,80.89268293,5468458.0,5824229.0,11292622.0,2000951.0,2168777.0,2160444.0,2348677.0,2366715.0,2559785.0,2618777.0,2775940.0,2559420.0,2634625.0,2437680.0,2472561.0,2834771.0,2879232.0,3452378.0,3492548.0,3276985.0,3267940.0,2815583.0,2696338.0,10008212.0,7784757.0,17793207.0,42000374.0,40905408.0,82905782.0,47973.60762350969,3977289455388.232,DEU,32.718,806.69,2951.882,858.507,44.675,780.305,188.901,1286.683,126.95,591.403,113.791,273.27,44898.769,806090.0,0.0
15526,Allemagne,2018,8.55838981170216,129.5,36150.86247,29916.54128,81139.18024,2175797.096,1112597.32,1.57,80.89268293,5468458.0,5824229.0,11292622.0,2000951.0,2168777.0,2160444.0,2348677.0,2366715.0,2559785.0,2618777.0,2775940.0,2559420.0,2634625.0,2437680.0,2472561.0,2834771.0,2879232.0,3452378.0,3492548.0,3276985.0,3267940.0,2815583.0,2696338.0,10008212.0,7784757.0,17793207.0,42000374.0,40905408.0,82905782.0,47973.60762350969,3977289455388.232,DEU,32.718,806.69,2951.882,858.507,44.675,780.305,188.901,1286.683,126.95,591.403,113.791,273.27,44898.769,720263.1331,1.0
15529,Grèce,2018,6.08317505028006,111.4,73.0,228.0,3588.0,62658.0,36884.0,1.35,81.78780488,732096.0,778145.0,1510250.0,264629.0,275160.0,262646.0,279873.0,267573.0,294661.0,326585.0,346644.0,385541.0,400589.0,398603.0,407928.0,412425.0,409370.0,400469.0,386344.0,371873.0,344696.0,349818.0,312947.0,1292516.0,1031750.0,2324235.0,5464776.0,5268106.0,10732882.0,19756.99045625501,212049447242.1112,GRC,,53.176,272.355,47.206,14.275,40.135,0.0,171.973,0.781,40.135,9.421,15.659,29883.891,84750.0,0.0
15539,Hongrie,2018,4.74550624393641,127.9,,,,,,1.55,76.06585366,686006.0,722846.0,1408854.0,238953.0,252753.0,277129.0,290870.0,312035.0,327007.0,300893.0,311855.0,357077.0,361822.0,412479.0,418591.0,368329.0,368636.0,310718.0,297180.0,312339.0,277810.0,383579.0,313876.0,1166031.0,706752.0,1872776.0,5125566.0,4649998.0,9775564.0,16427.37276114784,160586833778.45743,HUN,,24.665,217.951,96.224,0.552,48.465,39.103,97.062,5.739,9.362,1.563,1.509,27673.257,60920.0,0.0
15544,Irlande,2018,7.62432519277565,113.3,1233.432242,679.2380311,7037.466199,48370.95104,68235.91249,1.75,82.20487805,508584.0,533325.0,1041918.0,147296.0,152785.0,136528.0,141796.0,137268.0,140511.0,171040.0,164716.0,204095.0,191255.0,198669.0,190315.0,174914.0,172391.0,152709.0,151026.0,140301.0,137211.0,124722.0,120955.0,358244.0,316661.0,674892.0,2454369.0,2412947.0,4867316.0,79107.60499343667,385041711506.2343,IRL,,16.405,157.468,52.105,1.725,25.348,0.0,88.958,2.108,25.348,0.041,21.473,38309.863,65090.0,0.0
15547,Italie,2018,5.37637433931087,115.9,4990.002603,4632.002417,73622.03841,848400.4426,985060.5139,1.29,83.34634146,3906921.0,4146732.0,8053687.0,1375553.0,1478450.0,1426855.0,1536536.0,1557506.0,1629308.0,1688683.0,1716830.0,1891301.0,1899208.0,2233699.0,2220485.0,2481584.0,2439269.0,2471216.0,2391540.0,2267499.0,2148670.0,1956653.0,1810176.0,7785219.0,5961868.0,13746965.0,31042688.0,29379072.0,60421760.0,34622.16966647412,2091932426266.979,ITA,15.979,102.567,1525.037,692.141,121.348,300.438,0.0,730.328,62.776,300.438,56.303,44.032,30109.778,399600.0,0.0
15558,Lettonie,2018,3.95916507798465,128.8,,,,,,1.6,74.78292683,149303.0,158963.0,308266.0,39162.0,41015.0,43527.0,46700.0,65520.0,69232.0,67900.0,71254.0,61019.0,62184.0,65426.0,63329.0,67246.0,63244.0,69543.0,62035.0,78401.0,65607.0,74428.0,55860.0,259395.0,126882.0,386275.0,1040870.0,886304.0,1927174.0,17865.031094764225,34429023435.02115,LVA,,0.558,34.168,13.716,6.043,8.695,0.0,19.894,2.345,8.695,0.003,0.303,22455.119,11660.0,0.0
15559,Lettonie,2018,3.95916507798465,128.8,,,,,,1.6,74.78292683,149303.0,158963.0,308266.0,39162.0,41015.0,43527.0,46700.0,65520.0,69232.0,67900.0,71254.0,61019.0,62184.0,65426.0,63329.0,67246.0,63244.0,69543.0,62035.0,78401.0,65607.0,74428.0,55860.0,259395.0,126882.0,386275.0,1040870.0,886304.0,1927174.0,17865.031094764225,34429023435.02115,LVA,,0.558,34.168,13.716,6.043,8.695,0.0,19.894,2.345,8.695,0.003,0.303,22455.119,7697.114135,1.0
15565,Lituanie,2018,4.13700592851868,128.6,,,,,,1.63,75.6804878,202991.0,213972.0,416938.0,64651.0,68381.0,80457.0,85933.0,94786.0,102728.0,86332.0,92092.0,78911.0,80930.0,92309.0,88342.0,101611.0,94190.0,111287.0,99116.0,122793.0,102810.0,105212.0,79744.0,365665.0,186301.0,552045.0,1507005.0,1294538.0,2801543.0,19186.181281417783,53750911865.68702,LTU,,2.459,63.244,22.387,1.118,5.331,0.0,38.399,1.168,5.331,0.199,2.846,24867.195,18840.0,0.0
15566,Luxembourg,2018,15.3302080763221,131.4,432.0081368,646.0121676,974.0183455,26019.49007,25021.47128,1.38,82.29512195,47087.0,49449.0,96535.0,17031.0,18080.0,19158.0,20517.0,21350.0,22477.0,23511.0,23578.0,23267.0,23674.0,21917.0,23519.0,22718.0,25067.0,22193.0,24519.0,19588.0,20536.0,16043.0,16446.0,47310.0,38912.0,86226.0,301174.0,306776.0,607950.0,117254.74035268243,71285019397.41328,LUX,,0.49,43.109,7.951,0.231,1.701,0.0,34.669,0.54,1.701,0.298,0.633,76458.904,10220.0,0.0
15567,Luxembourg,2018,15.3302080763221,131.4,432.0081368,646.0121676,974.0183455,26019.49007,25021.47128,1.38,82.29512195,47087.0,49449.0,96535.0,17031.0,18080.0,19158.0,20517.0,21350.0,22477.0,23511.0,23578.0,23267.0,23674.0,21917.0,23519.0,22718.0,25067.0,22193.0,24519.0,19588.0,20536.0,16043.0,16446.0,47310.0,38912.0,86226.0,301174.0,306776.0,607950.0,117254.74035268243,71285019397.41328,LUX,,0.49,43.109,7.951,0.231,1.701,0.0,34.669,0.54,1.701,0.298,0.633,76458.904,9111.457297,1.0
15573,Malte,2018,3.19831624125622,107.7,,,,,,1.23,82.44878049,33424.0,35765.0,69190.0,11697.0,12293.0,14280.0,15433.0,16585.0,18119.0,17419.0,18881.0,17006.0,18305.0,16192.0,17170.0,14356.0,15092.0,14092.0,14497.0,16353.0,16413.0,16413.0,16228.0,53883.0,44733.0,98619.0,241701.0,242929.0,484630.0,30672.292243903776,14864712990.163086,MLT,,,,,,,,,,,,,88109.646,2040.0,0.0
15574,Malte,2018,3.19831624125622,107.7,,,,,,1.23,82.44878049,33424.0,35765.0,69190.0,11697.0,12293.0,14280.0,15433.0,16585.0,18119.0,17419.0,18881.0,17006.0,18305.0,16192.0,17170.0,14356.0,15092.0,14092.0,14497.0,16353.0,16413.0,16413.0,16228.0,53883.0,44733.0,98619.0,241701.0,242929.0,484630.0,30672.292243903776,14864712990.163086,MLT,,,,,,,,,,,,,88109.646,1534.408117,1.0
15589,Pays-Bas,2018,8.7728237338512,105.5,23843.0,3286.0,21239.0,338086.0,57076.0,1.59,81.81219512,1350570.0,1425116.0,2775697.0,501081.0,527775.0,511469.0,534571.0,536858.0,554990.0,525959.0,538479.0,500819.0,508126.0,529490.0,529593.0,611424.0,612259.0,645884.0,656127.0,609237.0,619913.0,548396.0,545630.0,1782696.0,1525161.0,3307816.0,8653884.0,8577740.0,17231624.0,53044.53243522532,914043438179.6072,NLD,6.589,96.111,917.862,354.444,0.18,62.302,8.736,467.306,11.361,53.567,9.219,26.217,57455.397,178640.0,0.0
15590,Pays-Bas,2018,8.7728237338512,105.5,23843.0,3286.0,21239.0,338086.0,57076.0,1.59,81.81219512,1350570.0,1425116.0,2775697.0,501081.0,527775.0,511469.0,534571.0,536858.0,554990.0,525959.0,538479.0,500819.0,508126.0,529490.0,529593.0,611424.0,612259.0,645884.0,656127.0,609237.0,619913.0,548396.0,545630.0,1782696.0,1525161.0,3307816.0,8653884.0,8577740.0,17231624.0,53044.53243522532,914043438179.6072,NLD,6.589,96.111,917.862,354.444,0.18,62.302,8.736,467.306,11.361,53.567,9.219,26.217,57455.397,155329.5201,1.0
15607,Pologne,2018,8.23547225459022,129.8,,,,,,1.46,77.60243902,2785016.0,2931104.0,5716064.0,875230.0,907199.0,1065846.0,1106197.0,1274341.0,1356975.0,1446322.0,1566368.0,1539548.0,1630278.0,1401615.0,1431511.0,1216820.0,1219320.0,1134507.0,1110716.0,1319437.0,1233705.0,1475811.0,1294744.0,4034163.0,2617976.0,6652347.0,19568657.0,18406093.0,37974750.0,15468.482219410484,587411745161.5582,POL,10.587,579.175,1148.277,199.261,4.896,64.314,0.0,369.841,16.274,64.314,0.746,31.81,31976.253,389650.0,0.0
15608,Pologne,2018,8.23547225459022,129.8,,,,,,1.46,77.60243902,2785016.0,2931104.0,5716064.0,875230.0,907199.0,1065846.0,1106197.0,1274341.0,1356975.0,1446322.0,1566368.0,1539548.0,1630278.0,1401615.0,1431511.0,1216820.0,1219320.0,1134507.0,1110716.0,1319437.0,1233705.0,1475811.0,1294744.0,4034163.0,2617976.0,6652347.0,19568657.0,18406093.0,37974750.0,15468.482219410484,587411745161.5582,POL,10.587,579.175,1148.277,199.261,4.896,64.314,0.0,369.841,16.274,64.314,0.746,31.81,31976.253,337578.8417,1.0
15609,Portugal,2018,4.84061276050869,106.1,4073.0,3734.0,7256.0,90173.0,123091.0,1.42,81.32439024,674461.0,709419.0,1383987.0,264481.0,272457.0,272466.0,268768.0,275821.0,265500.0,305138.0,289550.0,363292.0,341065.0,414292.0,386013.0,412265.0,381147.0,390712.0,353854.0,384184.0,341006.0,353301.0,306700.0,1310392.0,947538.0,2257696.0,5420804.0,4863018.0,10283822.0,23562.554522819133,242313116577.9669,PRT,3.282,31.668,224.922,57.994,30.801,76.355,0.0,135.259,8.416,76.355,2.498,31.358,29375.058,66820.0,0.0
15610,Portugal,2018,4.84061276050869,106.1,4073.0,3734.0,7256.0,90173.0,123091.0,1.42,81.32439024,674461.0,709419.0,1383987.0,264481.0,272457.0,272466.0,268768.0,275821.0,265500.0,305138.0,289550.0,363292.0,341065.0,414292.0,386013.0,412265.0,381147.0,390712.0,353854.0,384184.0,341006.0,353301.0,306700.0,1310392.0,947538.0,2257696.0,5420804.0,4863018.0,10283822.0,23562.554522819133,242313116577.9669,PRT,3.282,31.668,224.922,57.994,30.801,76.355,0.0,135.259,8.416,76.355,2.498,31.358,29375.058,48469.37383,1.0
15613,Roumanie,2018,3.84513275926788,121.5,,,,,,1.76,75.35853659,1470671.0,1554554.0,3025195.0,486127.0,515561.0,500054.0,539708.0,593730.0,650702.0,646272.0,701972.0,637565.0,668188.0,766392.0,793077.0,766459.0,786488.0,677133.0,672137.0,578409.0,533467.0,735458.0,628687.0,2140394.0,1430763.0,3571273.0,9998665.0,9475305.0,19473970.0,12398.98197876661,241457403085.0416,ROU,,59.622,294.593,115.63,43.902,93.378,28.276,119.341,1.086,65.102,4.402,15.713,20064.19,109010.0,0.0
15614,Roumanie,2018,3.84513275926788,121.5,,,,,,1.76,75.35853659,1470671.0,1554554.0,3025195.0,486127.0,515561.0,500054.0,539708.0,593730.0,650702.0,646272.0,701972.0,637565.0,668188.0,766392.0,793077.0,766459.0,786488.0,677133.0,672137.0,578409.0,533467.0,735458.0,628687.0,2140394.0,1430763.0,3571273.0,9998665.0,9475305.0,19473970.0,12398.98197876661,241457403085.0416,ROU,,59.622,294.593,115.63,43.902,93.378,28.276,119.341,1.086,65.102,4.402,15.713,20064.19,77005.9869,1.0
15628,Slovénie,2018,6.77469533158397,120.9,,,,,,1.6,81.37804878,151208.0,160326.0,311536.0,43974.0,47057.0,48160.0,51246.0,57233.0,60694.0,67454.0,73472.0,73485.0,81223.0,72804.0,81552.0,70858.0,76738.0,75240.0,77086.0,74179.0,75396.0,73748.0,74134.0,233689.0,172939.0,406626.0,1042032.0,1031862.0,2073894.0,26116.856355879307,54163591695.31996,SVN,,12.899,52.972,8.531,11.692,27.375,14.357,31.543,0.678,13.018,0.634,0.015,39073.804,17170.0,0.0
15629,Slovénie,2018,6.77469533158397,120.9,,,,,,1.6,81.37804878,151208.0,160326.0,311536.0,43974.0,47057.0,48160.0,51246.0,57233.0,60694.0,67454.0,73472.0,73485.0,81223.0,72804.0,81552.0,70858.0,76738.0,75240.0,77086.0,74179.0,75396.0,73748.0,74134.0,233689.0,172939.0,406626.0,1042032.0,1031862.0,2073894.0,26116.856355879307,54163591695.31996,SVN,,12.899,52.972,8.531,11.692,27.375,14.357,31.543,0.678,13.018,0.634,0.015,39073.804,14171.3986,1.0
15634,Espagne,2018,5.52035039972218,118.1,5984.0,5380.0,74640.0,762555.0,472879.0,1.26,83.43170732,3325273.0,3538356.0,6863827.0,1074771.0,1132333.0,1114031.0,1166319.0,1193001.0,1227989.0,1421140.0,1417460.0,1804917.0,1812038.0,1995834.0,2070962.0,1880415.0,1953450.0,1786444.0,1785876.0,1671700.0,1613951.0,1412144.0,1330001.0,5138814.0,3930533.0,9068706.0,23818485.0,22979269.0,46797754.0,30364.57994356216,1420994142512.1558,ESP,19.522,128.54,1191.57,314.972,85.333,416.974,138.6,748.057,15.349,278.374,31.674,126.496,34449.428,326940.0,0.0
15642,Suède,2018,3.53800912688421,122.2,7096.364207,21620.15626,21710.17357,168323.3585,134973.9474,1.76,82.55853659,870344.0,918637.0,1788984.0,254885.0,269446.0,298552.0,316272.0,364478.0,379704.0,327395.0,341328.0,302623.0,316722.0,311650.0,321910.0,338201.0,347971.0,332857.0,343706.0,302683.0,308673.0,281621.0,280786.0,1096801.0,947970.0,2044763.0,5082090.0,5093124.0,10175214.0,54589.06038606061,555455371487.0894,SWE,16.489,23.032,186.876,10.169,154.218,412.973,170.37,153.675,29.608,242.602,0.972,41.315,60155.509,46350.0,0.0
