,country,year,co2_emissions_per_capita,co2_cars,battery_electric_number,plugin_hybrid_number,full_mild_hybrid_number,petrol_number,diesel_gas_number,births_per_woman,life_expectancy,population_0-14_female,population_0-14_male,population_0-14_total,population_15-19_female,population_15-19_male,population_20-24_female,population_20-24_male,population_25-29_female,population_25-29_male,population_30-34_female,population_30-34_male,population_35-39_female,population_35-39_male,population_40-44_female,population_40-44_male,population_45-49_female,population_45-49_male,population_50-54_female,population_50-54_male,population_55-59_female,population_55-59_male,population_60-64_female,population_60-64_male,population_>65_female,population_>65_male,population_>65_total,population_female,population_male,population_total,gdp_per_capita_current_US$,gdp_current_US$,iso_code,biofuel_consumption,coal_consumption,fossil_fuel_consumption,gas_consumption,hydro_consumption,low_carbon_consumption,nuclear_consumption,oil_consumption,other_renewable_consumption,renewables_consumption,solar_consumption,wind_consumption,energy_per_capita_kWh,total_ghg_emissions_ktco2e,projection
12,Autriche,1960,,,,,,,,2.69,68.58560976,767293.0,799572.0,1566864.0,270752.0,279244.0,237901.0,244154.0,209370.0,217278.0,236172.0,224705.0,282023.0,208288.0,188785.0,139651.0,264918.0,205798.0,279338.0,226508.0,266317.0,224946.0,237528.0,180599.0,524345.0,332054.0,856398.0,3764742.0,3282797.0,7047539.0,935.4604268504154,6592693841.18495,AUT,,,,,,,,,,,,,,,
31,Belgique,1960,,,,,,,,2.54,69.70195122,1053282.0,1098742.0,2152022.0,270097.0,278382.0,289014.0,292056.0,314220.0,316005.0,325522.0,332206.0,338813.0,352842.0,230311.0,235566.0,305350.0,304014.0,314849.0,305742.0,309418.0,288746.0,275604.0,235830.0,623486.0,463393.0,1086878.0,4649965.0,4503524.0,9153489.0,1273.6916591028862,11658722590.99002,BEL,,,,,,,,,,,,,,,
42,Bulgarie,1960,,,,,,,,2.31,69.24756098,1005487.0,1047392.0,2052880.0,290399.0,299385.0,288055.0,290229.0,326660.0,329148.0,328757.0,333337.0,324749.0,323805.0,196957.0,196713.0,249549.0,255770.0,237198.0,242031.0,200012.0,199889.0,159582.0,146308.0,331931.0,264031.0,595963.0,3939336.0,3928038.0,7867374.0,,,BGR,,,,,,,,,,,,,,,
59,Croatie,1960,,,,,,,,2.288,64.60865854,556812.0,582151.0,1138961.0,145306.0,147406.0,165039.0,170774.0,176812.0,180000.0,174156.0,169091.0,165223.0,127846.0,105110.0,83503.0,130212.0,108208.0,139919.0,123887.0,119030.0,104610.0,98641.0,79502.0,175715.0,111229.0,286945.0,2151975.0,1988206.0,4140181.0,,,HRV,,,,,,,,,,,,,,,
62,Chypre,1960,,,,,,,,3.5,69.618,102873.0,107436.0,210309.0,24171.0,23400.0,24429.0,22631.0,20422.0,17781.0,20342.0,16940.0,15318.0,15448.0,17190.0,14861.0,13571.0,13971.0,15240.0,13010.0,9090.0,10189.0,11420.0,9377.0,17200.0,16623.0,33823.0,291266.0,281667.0,572933.0,,,CYP,,,,,,,,,,,,,,,
63,République tchèque,1960,,,,,,,,2.09,70.34878049,1208272.0,1262919.0,2471190.0,355901.0,366964.0,273198.0,277055.0,307393.0,311250.0,339669.0,336027.0,389118.0,370600.0,202997.0,191453.0,357866.0,340608.0,355294.0,335387.0,326833.0,297097.0,278734.0,219038.0,537425.0,360909.0,898336.0,4932700.0,4669306.0,9602006.0,,,CZE,,,,,,,,,,,,,,,
64,Danemark,1960,,,,,,,,2.57,72.17658537,561643.0,592774.0,1154416.0,186212.0,194652.0,149662.0,153342.0,139750.0,138674.0,144816.0,141760.0,157939.0,153493.0,151245.0,148515.0,154342.0,151244.0,148641.0,143716.0,133424.0,124567.0,118031.0,105599.0,261702.0,223859.0,485558.0,2307409.0,2272194.0,4579603.0,,,DNK,,,,,,,,,,,,,,,
72,Estonie,1960,,,,,,,,1.98,67.90290244,136323.0,143538.0,279864.0,40247.0,40944.0,49809.0,50195.0,51211.0,48177.0,56267.0,46848.0,50546.0,32526.0,34720.0,24598.0,44708.0,31043.0,44463.0,30110.0,42266.0,27146.0,37352.0,20727.0,88775.0,39000.0,127771.0,676686.0,534851.0,1211537.0,,,EST,,,,,,,,,,,,,,,
77,Finlande,1960,,,,,,,,2.72,68.8197561,659847.0,687059.0,1346904.0,175111.0,181174.0,154374.0,160281.0,143095.0,149163.0,153528.0,154672.0,155126.0,138917.0,136900.0,115970.0,148022.0,128286.0,143920.0,123314.0,121036.0,99319.0,101446.0,74463.0,203691.0,120920.0,324606.0,2296097.0,2133537.0,4429634.0,1179.35301099994,5224102195.527708,FIN,,,,,,,,,,,,,,,
78,France,1960,,,,,,,,2.85,69.86829268,6029126.0,6260948.0,12290073.0,1387975.0,1455712.0,1443223.0,1499932.0,1592651.0,1663802.0,1635084.0,1693858.0,1679057.0,1684305.0,1017256.0,1006947.0,1467666.0,1424626.0,1527813.0,1465194.0,1475388.0,1374065.0,1331458.0,1073674.0,3420314.0,2011612.0,5431926.0,24007012.0,22614676.0,46621688.0,1334.6895119044648,62225478000.88224,FRA,,,,,,,,,,,,,,,
82,Allemagne,1960,,,,,,,,2.37,69.31002439,7616378.0,8002245.0,15618625.0,2506494.0,2611039.0,3013055.0,3130984.0,2482964.0,2535058.0,2512557.0,2331268.0,2751623.0,1944905.0,1981381.0,1403346.0,2918903.0,2106768.0,3022041.0,2358977.0,2745437.0,2315060.0,2392804.0,1776820.0,4992043.0,3362751.0,8354798.0,38935679.0,33879221.0,72814900.0,,,DEU,,,,,,,,,,,,,,,
85,Grèce,1960,,,,,,,,2.23,68.16390244,1098883.0,1179970.0,2278855.0,311977.0,333215.0,379863.0,368688.0,394091.0,360124.0,352070.0,323831.0,285251.0,256198.0,234516.0,220328.0,249834.0,240301.0,237131.0,232765.0,198915.0,187157.0,161964.0,137524.0,343249.0,243878.0,587122.0,4247746.0,4083979.0,8331725.0,520.3227443103825,4335186016.839422,GRC,,,,,,,,,,,,,,,
95,Hongrie,1960,,,,,,,,2.02,68.00317073,1237864.0,1290874.0,2528737.0,376324.0,379844.0,345931.0,324388.0,364430.0,351202.0,381670.0,364663.0,418343.0,378761.0,226125.0,200538.0,379509.0,338403.0,342213.0,309294.0,305783.0,279032.0,268976.0,222326.0,522752.0,374721.0,897477.0,5169920.0,4814047.0,9983967.0,,,HUN,,,,,,,,,,,,,,,
100,Irlande,1960,,,,,,,,3.78,69.7965122,427801.0,447074.0,874875.0,115769.0,122096.0,88869.0,92720.0,69307.0,73325.0,70693.0,66761.0,85380.0,79855.0,84662.0,83656.0,88304.0,92058.0,73777.0,79496.0,70105.0,71126.0,64555.0,63033.0,167456.0,150723.0,318180.0,1406677.0,1421923.0,2828600.0,685.6147123797604,1939329775.43739,IRL,,,,,,,,,,,,,,,
103,Italie,1960,,,,,,,,2.4,69.12390244,6155631.0,6431154.0,12586782.0,1853702.0,1908018.0,1987193.0,1977179.0,1897540.0,1838213.0,1920377.0,1826754.0,1952017.0,1778980.0,1327549.0,1210634.0,1772060.0,1650169.0,1607526.0,1518688.0,1369254.0,1244428.0,1212295.0,980617.0,2739734.0,2039987.0,4779726.0,25794879.0,24404821.0,50199700.0,804.4926233461783,40385288344.19115,ITA,,,,,,,,,,,,,,,
114,Lettonie,1960,,,,,,,,1.94,69.78682927,229049.0,238445.0,467491.0,80258.0,80035.0,90351.0,85581.0,89660.0,84506.0,100931.0,79206.0,91116.0,55001.0,57987.0,39842.0,79944.0,56251.0,79139.0,58490.0,74779.0,51663.0,61677.0,32793.0,150036.0,74240.0,224280.0,1184927.0,936052.0,2120979.0,,,LVA,,,,,,,,,,,,,,,
120,Lituanie,1960,,,,,,,,2.56,69.84731707,371543.0,382498.0,754038.0,117433.0,116368.0,122247.0,111033.0,126157.0,112479.0,127264.0,103640.0,106628.0,77065.0,69829.0,51175.0,84179.0,56512.0,85005.0,80556.0,80161.0,62016.0,68473.0,46065.0,138728.0,81496.0,220226.0,1497646.0,1280904.0,2778550.0,,,LTU,,,,,,,,,,,,,,,
121,Luxembourg,1960,,,,,,,,2.29,68.44639024,32519.0,33985.0,66505.0,9891.0,10133.0,10434.0,11308.0,11205.0,12122.0,12021.0,12715.0,11608.0,9837.0,9150.0,8843.0,11438.0,11355.0,11633.0,11546.0,10865.0,10285.0,9144.0,7950.0,18995.0,14988.0,33985.0,158903.0,155067.0,313970.0,2242.0158166161027,703925705.9429578,LUX,,,,,,,,,,,,,,,
127,Malte,1960,,,,,,,,3.62,69.4332439,62765.0,62713.0,125477.0,11556.0,10517.0,13576.0,13004.0,10974.0,8866.0,10964.0,8348.0,9396.0,7854.0,6803.0,7865.0,7546.0,7817.0,8759.0,7305.0,6720.0,6264.0,5724.0,5251.0,13533.0,12430.0,25962.0,168316.0,158234.0,326550.0,,,MLT,,,,,,,,,,,,,,,
142,Pays-Bas,1960,,,,,,,,3.12,73.39268293,1682664.0,1769793.0,3452456.0,448086.0,468889.0,396363.0,411088.0,388197.0,398086.0,378218.0,374726.0,390791.0,374677.0,340633.0,327718.0,339244.0,322953.0,321665.0,301359.0,288716.0,266434.0,248611.0,224284.0,544032.0,479403.0,1023435.0,5767220.0,5719411.0,11486631.0,1068.7845872373507,12276734172.082758,NLD,,,,,,,,,,,,,,,
159,Pologne,1960,,,,,,,,2.98,67.6804878,4873507.0,5071447.0,9944954.0,965340.0,989559.0,1098149.0,1121919.0,1167791.0,1163300.0,1186728.0,1120661.0,1091891.0,960636.0,679197.0,572655.0,901682.0,777379.0,907133.0,814907.0,771764.0,645900.0,612469.0,455712.0,1046775.0,640948.0,1687722.0,15302427.0,14335023.0,29637450.0,,,POL,,,,,,,,,,,,,,,
160,Portugal,1960,,,,,,,,3.16,63.27290244,1275412.0,1319823.0,2595234.0,377474.0,359830.0,368391.0,335626.0,348717.0,323528.0,329178.0,302901.0,306478.0,284475.0,254820.0,235594.0,272102.0,246525.0,251665.0,219244.0,227931.0,185551.0,180992.0,140492.0,431113.0,279855.0,710969.0,4624272.0,4233444.0,8857716.0,360.4992985068581,3193200404.372973,PRT,,,,,,,,,,,,,,,
163,Roumanie,1960,,,,,,,,2.34,65.64243902,2603733.0,2711252.0,5314987.0,627459.0,645617.0,813388.0,786577.0,771333.0,789514.0,758395.0,766088.0,691298.0,629368.0,428672.0,352414.0,615639.0,534671.0,537696.0,516975.0,434940.0,417089.0,390750.0,327133.0,744690.0,512214.0,1256900.0,9417994.0,8988911.0,18406905.0,,,ROU,,,,,,,,,,,,,,,
177,Slovénie,1960,,,,,,,,2.341,68.97804878,214163.0,224194.0,438359.0,59850.0,62144.0,60710.0,63201.0,63889.0,65125.0,65407.0,62066.0,61777.0,46412.0,37382.0,29075.0,49076.0,41558.0,51749.0,45259.0,47053.0,40071.0,40305.0,30992.0,74210.0,49053.0,123267.0,825571.0,759149.0,1584720.0,,,SVN,,,,,,,,,,,,,,,
182,Espagne,1960,,,,,,,,2.86,69.10926829,4079403.0,4254268.0,8333672.0,1216637.0,1257088.0,1135992.0,1155960.0,1294323.0,1264496.0,1198186.0,1168813.0,1098714.0,1027997.0,927374.0,816837.0,941340.0,823926.0,851584.0,781333.0,798534.0,690091.0,639401.0,531448.0,1481133.0,1020122.0,2501253.0,15662621.0,14792379.0,30455000.0,396.3922533376142,12072126075.39704,ESP,,,,,,,,,,,,,,,
190,Suède,1960,,,,,,,,2.17,73.00560976,816765.0,862231.0,1678996.0,282479.0,293869.0,227734.0,233357.0,217119.0,220687.0,235819.0,238606.0,270402.0,274806.0,260819.0,265594.0,265901.0,270440.0,259522.0,258652.0,233634.0,224432.0,203279.0,188371.0,477986.0,402153.0,880138.0,3751458.0,3733198.0,7484656.0,2114.002972691918,15822585033.5764,SWE,,,,,,,,,,,,,,,
278,Autriche,1961,,,,,,,,2.78,69.57731707,779326.0,812286.0,1591647.0,269510.0,278138.0,245928.0,251635.0,210909.0,218999.0,225999.0,222741.0,283863.0,216680.0,196863.0,143432.0,248419.0,190810.0,277810.0,221731.0,267434.0,223845.0,240584.0,185007.0,536627.0,337722.0,874313.0,3783271.0,3303028.0,7086299.0,1031.8150043290989,7311749633.362287,AUT,,,,,,,,,,,,,,,
297,Belgique,1961,,,,,,,,2.63,70.52097561,1068468.0,1115304.0,2183767.0,279729.0,288785.0,282134.0,285808.0,309541.0,310901.0,320580.0,325405.0,345109.0,358098.0,238924.0,245490.0,288123.0,287032.0,312269.0,303087.0,308431.0,288060.0,278763.0,239830.0,634782.0,469294.0,1104082.0,4666854.0,4517094.0,9183948.0,1350.1976733312283,12400145221.594988,BEL,,,,,,,,,,,,,,,
308,Bulgarie,1961,,,,,,,,2.29,70.19560976,1004929.0,1047718.0,2052648.0,299096.0,308626.0,283686.0,286575.0,320437.0,322732.0,327704.0,332543.0,336466.0,336285.0,210966.0,209842.0,238182.0,243424.0,242171.0,246628.0,206640.0,206991.0,165561.0,154033.0,340538.0,271343.0,611876.0,3976377.0,3966741.0,7943118.0,,,BGR,,,,,,,,,,,,,,,
325,Croatie,1961,,,,,,,,2.253,65.0155122,556458.0,582911.0,1139373.0,148528.0,151187.0,159321.0,164841.0,175429.0,179459.0,174434.0,173359.0,171221.0,136950.0,111235.0,86501.0,123269.0,101069.0,139714.0,121982.0,122241.0,107294.0,101549.0,82617.0,180766.0,114956.0,295723.0,2164165.0,2003127.0,4167292.0,,,HRV,,,,,,,,,,,,,,,
328,Chypre,1961,,,,,,,,3.471,69.949,103299.0,107585.0,210886.0,25159.0,24869.0,23839.0,22175.0,20688.0,18281.0,20114.0,16685.0,15913.0,15566.0,16374.0,14503.0,14053.0,13971.0,14725.0,13027.0,10094.0,10546.0,10640.0,9102.0,18163.0,17031.0,35194.0,293061.0,283341.0,576402.0,,,CYP,,,,,,,,,,,,,,,
329,République tchèque,1961,,,,,,,,2.11,70.51268293,1183934.0,1238475.0,2422402.0,373211.0,385731.0,279616.0,284932.0,296487.0,301403.0,327041.0,326261.0,397256.0,379933.0,217252.0,204570.0,326714.0,309977.0,357270.0,336607.0,328863.0,300525.0,284054.0,226556.0,551692.0,368290.0,919998.0,4923390.0,4663261.0,9586651.0,,,CZE,,,,,,,,,,,,,,,
330,Danemark,1961,,,,,,,,2.55,72.43829268,560269.0,591076.0,1151346.0,191699.0,200504.0,155260.0,159800.0,139935.0,139633.0,142426.0,139773.0,156355.0,151962.0,151672.0,148620.0,153228.0,150144.0,149635.0,144813.0,135305.0,126563.0,119731.0,106924.0,268492.0,227869.0,496360.0,2324007.0,2287680.0,4611687.0,,,DNK,,,,,,,,,,,,,,,
338,Estonie,1961,,,,,,,,1.98,68.36080488,137925.0,145818.0,283764.0,40509.0,41537.0,48868.0,49332.0,50977.0,48848.0,55843.0,48271.0,52937.0,35489.0,36018.0,24835.0,42823.0,29788.0,44875.0,30247.0,42713.0,27560.0,38021.0,21397.0,90691.0,39756.0,130427.0,682199.0,542878.0,1225077.0,,,EST,,,,,,,,,,,,,,,
343,Finlande,1961,,,,,,,,2.72,68.84414634,656681.0,684045.0,1340730.0,185377.0,192167.0,155110.0,161054.0,142216.0,148319.0,150606.0,153613.0,156175.0,142561.0,137956.0,116931.0,145079.0,124572.0,145306.0,124042.0,124266.0,102094.0,103717.0,76577.0,208373.0,124167.0,332540.0,2310862.0,2150143.0,4461005.0,1327.427224365998,5921659485.032839,FIN,,,,,,,,,,,,,,,
344,France,1961,,,,,,,,2.87,70.11707317,6133827.0,6372196.0,12506008.0,1491207.0,1566388.0,1417829.0,1478317.0,1579783.0,1650313.0,1629073.0,1693727.0,1740849.0,1751989.0,1084712.0,1074675.0,1378486.0,1335150.0,1529561.0,1459833.0,1485656.0,1385054.0,1350967.0,1113708.0,3485134.0,2052091.0,5537258.0,24307085.0,22933441.0,47240526.0,1428.0460006316437,67461644222.03518,FRA,,,,,,,,,,,,,,,
348,Allemagne,1961,,,,,,,,2.45,69.508,7748805.0,8143630.0,15892981.0,2425461.0,2535232.0,2990040.0,3123591.0,2569955.0,2663221.0,2462004.0,2391123.0,2787712.0,2064573.0,2020075.0,1418215.0,2743789.0,1959087.0,3037868.0,2316795.0,2792315.0,2326613.0,2440391.0,1841760.0,5152294.0,3423082.0,8574944.0,39170711.0,34206921.0,73377632.0,,,DEU,,,,,,,,,,,,,,,
351,Grèce,1961,,,,,,,,2.13,68.54863415,1111528.0,1192962.0,2304478.0,310331.0,334497.0,361572.0,356214.0,392818.0,360082.0,358135.0,331563.0,294443.0,266678.0,240383.0,220517.0,247424.0,234481.0,240523.0,234749.0,204767.0,193786.0,166144.0,142716.0,352033.0,249704.0,601747.0,4280100.0,4117950.0,8398050.0,590.7800548123931,4961400439.317218,GRC,,,,,,,,,,,,,,,
361,Hongrie,1961,,,,,,,,1.94,68.93609756,1222405.0,1276507.0,2498971.0,379297.0,386449.0,349517.0,330792.0,360536.0,345266.0,374243.0,359767.0,431826.0,393607.0,242280.0,215280.0,353780.0,314116.0,353047.0,316399.0,310054.0,282094.0,274933.0,230136.0,540753.0,386237.0,926941.0,5192672.0,4836649.0,10029321.0,,,HUN,,,,,,,,,,,,,,,
366,Irlande,1961,,,,,,,,3.78,69.97826829,427070.0,445820.0,872894.0,118063.0,124219.0,90808.0,94395.0,70332.0,74679.0,68132.0,65599.0,82610.0,76910.0,83738.0,81805.0,87740.0,90664.0,75024.0,80644.0,69279.0,70790.0,64754.0,63003.0,168011.0,150310.0,318312.0,1405562.0,1418838.0,2824400.0,739.2764064426664,2088012282.3566668,IRL,,,,,,,,,,,,,,,
369,Italie,1961,,,,,,,,2.44,69.7602439,6183093.0,6459055.0,12642172.0,1873276.0,1931337.0,1959593.0,1956042.0,1905900.0,1852139.0,1895845.0,1814019.0,1997428.0,1831383.0,1375108.0,1248885.0,1690644.0,1565478.0,1650504.0,1553012.0,1399606.0,1281913.0,1227774.0,1005906.0,2806019.0,2072392.0,4878386.0,25964789.0,24571561.0,50536350.0,887.3367446044755,44842760293.19238,ITA,,,,,,,,,,,,,,,
380,Lettonie,1961,,,,,,,,1.94,70.03243902,232907.0,243236.0,476193.0,79040.0,79594.0,90514.0,86367.0,89520.0,85676.0,100008.0,82473.0,96325.0,60438.0,60940.0,40319.0,76184.0,53053.0,80136.0,58561.0,76241.0,53586.0,63807.0,35040.0,153609.0,75107.0,228676.0,1199230.0,953451.0,2152681.0,,,LVA,,,,,,,,,,,,,,,
386,Lituanie,1961,,,,,,,,2.53,70.10268293,377391.0,388913.0,766306.0,116351.0,116229.0,121700.0,112255.0,125462.0,112925.0,128549.0,107188.0,113150.0,83276.0,73552.0,54268.0,81068.0,52679.0,85759.0,77985.0,81315.0,65923.0,70547.0,47525.0,144248.0,85290.0,229540.0,1519093.0,1304457.0,2823550.0,,,LTU,,,,,,,,,,,,,,,
387,Luxembourg,1961,,,,,,,,,68.73773171,33319.0,34756.0,68078.0,9943.0,10204.0,10431.0,11189.0,11115.0,11979.0,11980.0,12881.0,11966.0,10386.0,9328.0,8684.0,10983.0,10839.0,11656.0,11490.0,11012.0,10400.0,9390.0,8161.0,19504.0,15250.0,34756.0,160628.0,156217.0,316845.0,2222.366366362773,704145671.350213,LUX,,,,,,,,,,,,,,,
393,Malte,1961,,,,,,,,3.27,69.61439024,60944.0,61632.0,122576.0,12792.0,11781.0,12776.0,11917.0,11159.0,9290.0,10826.0,8279.0,9781.0,7915.0,7239.0,7739.0,7241.0,7618.0,8435.0,7317.0,7005.0,6481.0,5694.0,5265.0,13763.0,12362.0,26127.0,167654.0,157596.0,325250.0,,,MLT,,,,,,,,,,,,,,,
408,Pays-Bas,1961,,,,,,,,3.22,73.65268293,1699303.0,1786104.0,3485426.0,471323.0,494006.0,399837.0,416410.0,387633.0,400473.0,376556.0,376859.0,391601.0,376912.0,347112.0,333384.0,337715.0,321757.0,324544.0,303845.0,293337.0,269775.0,253497.0,227369.0,559990.0,489370.0,1049346.0,5842448.0,5796264.0,11638712.0,1159.3923571607356,13493833739.99494,NLD,,,,,,,,,,,,,,,
425,Pologne,1961,,,,,,,,2.83,67.77804878,4927052.0,5132021.0,10058994.0,1009722.0,1036097.0,1057192.0,1080234.0,1152159.0,1154920.0,1180432.0,1128939.0,1137278.0,1012315.0,715828.0,605701.0,848890.0,723879.0,911918.0,814064.0,791701.0,671039.0,635427.0,478351.0,1089565.0,669278.0,1758895.0,15457163.0,14506837.0,29964000.0,,,POL,,,,,,,,,,,,,,,
426,Portugal,1961,,,,,,,,3.21,63.68636585,1283483.0,1325551.0,2609024.0,377384.0,362002.0,364438.0,331882.0,349473.0,322174.0,330774.0,303937.0,312577.0,288946.0,259703.0,240023.0,268653.0,244157.0,255675.0,224206.0,232992.0,191030.0,186791.0,145311.0,441213.0,286939.0,728159.0,4663157.0,4266159.0,8929316.0,382.7299469943681,3417516639.375963,PRT,,,,,,,,,,,,,,,
429,Roumanie,1961,,,,,,,,2.17,66.41587805,2610774.0,2719331.0,5330093.0,629106.0,652146.0,783766.0,759200.0,780782.0,790661.0,759367.0,774952.0,723507.0,672602.0,447917.0,373321.0,583337.0,497313.0,558247.0,526020.0,445911.0,430443.0,394109.0,337853.0,770822.0,533766.0,1304596.0,9487643.0,9067607.0,18555250.0,,,ROU,,,,,,,,,,,,,,,
443,Slovénie,1961,,,,,,,,2.333,68.97804878,213479.0,222995.0,436478.0,61482.0,63580.0,59877.0,62326.0,63104.0,64700.0,65038.0,63414.0,64341.0,50034.0,39787.0,30048.0,46121.0,38450.0,51512.0,44622.0,47643.0,40652.0,41350.0,32102.0,76944.0,50530.0,127471.0,830677.0,763454.0,1594131.0,,,SVN,,,,,,,,,,,,,,,
448,Espagne,1961,,,,,,,,2.77,69.4804878,4138189.0,4315957.0,8454129.0,1226913.0,1268071.0,1120628.0,1142304.0,1265503.0,1238624.0,1214270.0,1187246.0,1118484.0,1058422.0,941898.0,838548.0,934838.0,813253.0,860848.0,784634.0,808108.0,702550.0,657473.0,547517.0,1511608.0,1043363.0,2554990.0,15798762.0,14940488.0,30739250.0,450.05328924696846,13834300571.484877,ESP,,,,,,,,,,,,,,,
456,Suède,1961,,,,,,,,2.21,73.47439024,811332.0,856478.0,1667814.0,291497.0,304693.0,236770.0,244737.0,216085.0,220475.0,229309.0,232084.0,265742.0,269654.0,261506.0,265910.0,263652.0,268119.0,260560.0,260362.0,237178.0,228371.0,206375.0,191370.0,488498.0,409240.0,897730.0,3768506.0,3751492.0,7519998.0,2288.921701119149,17212686614.5726,SWE,,,,,,,,,,,,,,,
544,Autriche,1962,,,,,,,,2.8,69.3095122,791005.0,824466.0,1615511.0,265263.0,274267.0,254701.0,260379.0,215505.0,223045.0,218228.0,220038.0,276110.0,221381.0,217773.0,156502.0,226416.0,172229.0,277096.0,218306.0,268608.0,221552.0,243651.0,189940.0,549733.0,343668.0,893358.0,3804090.0,3325774.0,7129864.0,1087.8342434189017,7756110210.119664,AUT,,,,,,,,,,,,,,,
563,Belgique,1962,,,,,,,,2.59,70.2195122,1076905.0,1125042.0,2201944.0,295967.0,305717.0,274832.0,279271.0,305001.0,306185.0,318093.0,321420.0,342798.0,353866.0,260904.0,269076.0,265099.0,264362.0,311573.0,302521.0,306770.0,286450.0,282221.0,244261.0,646973.0,475270.0,1122246.0,4687136.0,4533442.0,9220578.0,1438.523233068398,13264015675.319344,BEL,,,,,,,,,,,,,,,
574,Bulgarie,1962,,,,,,,,2.24,69.49195122,999070.0,1042824.0,2041894.0,310966.0,320921.0,281080.0,284882.0,311828.0,313901.0,328311.0,333064.0,338646.0,339695.0,237966.0,236234.0,220482.0,224378.0,247320.0,251831.0,213375.0,213588.0,171473.0,161844.0,349845.0,279425.0,629268.0,4010359.0,4002587.0,8012946.0,,,BGR,,,,,,,,,,,,,,,
591,Croatie,1962,,,,,,,,2.218,65.4082439,553763.0,581628.0,1135388.0,156043.0,159621.0,152032.0,157204.0,173708.0,178663.0,175277.0,176378.0,173471.0,145609.0,123244.0,93559.0,114510.0,93060.0,138567.0,118946.0,126218.0,110473.0,103820.0,85146.0,186547.0,119227.0,305775.0,2177199.0,2019513.0,4196712.0,,,HRV,,,,,,,,,,,,,,,
594,Chypre,1962,,,,,,,,3.421,70.272,102617.0,106450.0,209073.0,26563.0,26688.0,23065.0,21615.0,21075.0,18779.0,19615.0,16438.0,16755.0,15613.0,15463.0,14286.0,14552.0,13786.0,14030.0,13027.0,11246.0,10941.0,9781.0,8852.0,19108.0,17351.0,36454.0,293870.0,283826.0,577696.0,,,CYP,,,,,,,,,,,,,,,
595,République tchèque,1962,,,,,,,,2.12,69.78682927,1164935.0,1219972.0,2384869.0,391569.0,405462.0,293791.0,300942.0,285310.0,290979.0,320347.0,322199.0,389467.0,375063.0,257262.0,242304.0,283367.0,267974.0,363571.0,342248.0,331587.0,303570.0,290062.0,236096.0,569343.0,377240.0,946635.0,4940610.0,4684050.0,9624660.0,,,CZE,,,,,,,,,,,,,,,
596,Danemark,1962,,,,,,,,2.55,72.3197561,557581.0,588081.0,1145666.0,196708.0,205756.0,162386.0,167793.0,140686.0,141169.0,140920.0,138637.0,153730.0,149603.0,153385.0,149887.0,151792.0,148756.0,150573.0,145830.0,137652.0,129095.0,121436.0,108425.0,275846.0,232000.0,507842.0,2342694.0,2305033.0,4647727.0,,,DNK,,,,,,,,,,,,,,,
604,Estonie,1962,,,,,,,,1.95,68.74102439,139463.0,147883.0,287378.0,41695.0,43385.0,47313.0,47756.0,51542.0,50167.0,54941.0,48892.0,54730.0,38997.0,39105.0,25979.0,40014.0,28080.0,45573.0,30623.0,43164.0,27863.0,38830.0,22267.0,92800.0,40562.0,133327.0,689170.0,552453.0,1241623.0,,,EST,,,,,,,,,,,,,,,
609,Finlande,1962,,,,,,,,2.68,68.57780488,647646.0,674580.0,1322226.0,199787.0,207615.0,155345.0,161375.0,142705.0,148894.0,147174.0,151286.0,156169.0,145984.0,141336.0,120378.0,141253.0,119993.0,146204.0,124470.0,128175.0,105256.0,105880.0,78872.0,213605.0,127461.0,341062.0,2325279.0,2166164.0,4491443.0,1411.7023981804352,6340580854.390729,FIN,,,,,,,,,,,,,,,
610,France,1962,,,,,,,,2.89,70.31463415,6194755.0,6437700.0,12632439.0,1644780.0,1727008.0,1388907.0,1455635.0,1565000.0,1634516.0,1635872.0,1704821.0,1751647.0,1772201.0,1233553.0,1222106.0,1253601.0,1212848.0,1539575.0,1464519.0,1494633.0,1389658.0,1373271.0,1154142.0,3555708.0,2098422.0,5654168.0,24631302.0,23273577.0,47904879.0,1578.2845377801452,75607529809.92879,FRA,,,,,,,,,,,,,,,
614,Allemagne,1962,,,,,,,,2.44,69.69153659,7932939.0,8339689.0,16273136.0,2363485.0,2479253.0,2902884.0,3048893.0,2701647.0,2832743.0,2420558.0,2430906.0,2745911.0,2171197.0,2180002.0,1517556.0,2496105.0,1774098.0,3053811.0,2281096.0,2838488.0,2319330.0,2485214.0,1915481.0,5312920.0,3481579.0,8794062.0,39433964.0,34591820.0,74025784.0,,,DEU,,,,,,,,,,,,,,,
617,Grèce,1962,,,,,,,,2.16,68.89226829,1111188.0,1191602.0,2302775.0,318706.0,344460.0,339015.0,339993.0,389653.0,359219.0,364383.0,336890.0,302813.0,278784.0,248311.0,223838.0,244454.0,227268.0,243889.0,235669.0,211085.0,200835.0,170915.0,148476.0,361204.0,255585.0,616800.0,4305614.0,4142619.0,8448233.0,617.0577576905188,5213047711.427045,GRC,,,,,,,,,,,,,,,
627,Hongrie,1962,,,,,,,,1.79,67.86585366,1208497.0,1264464.0,2473032.0,378286.0,387885.0,355628.0,342417.0,354819.0,336871.0,370069.0,357239.0,426567.0,392781.0,283681.0,252805.0,310716.0,275071.0,367494.0,327436.0,313422.0,283221.0,278881.0,236882.0,558662.0,397942.0,956537.0,5206721.0,4855013.0,10061734.0,,,HUN,,,,,,,,,,,,,,,
